image_id,n_citi,bed,bath,sqft,price,image_path
609,54,5,6,4994,1999900,data/train_images/609.jpg
610,399,4,2,1944,1679000,data/train_images/610.jpg
611,389,4,2,1356,1995000,data/train_images/611.jpg
612,207,5,3,2450,1825000,data/train_images/612.jpg
613,126,3,3,2690,1897000,data/train_images/613.jpg
614,165,3,4,2616,1645000,data/train_images/614.jpg
616,274,4,2,2535,1958000,data/train_images/616.jpg
618,328,4,3,2678,1788000,data/train_images/618.jpg
619,274,4,2,2294,1499000,data/train_images/619.jpg
620,328,3,2,2097,1798000,data/train_images/620.jpg
621,16,3,2,1680,1880000,data/train_images/621.jpg
622,369,4,4,3824,1998000,data/train_images/622.jpg
623,52,4,3,2366,1599000,data/train_images/623.jpg
624,305,5,3,2357,1950000,data/train_images/624.jpg
625,207,4,3,2436,1695000,data/train_images/625.jpg
626,346,5,6,4000,1849000,data/train_images/626.jpg
629,112,3,2,2156,1897280,data/train_images/629.jpg
630,193,2,1,720,219900,data/train_images/630.jpg
631,193,4,2,1178,249000,data/train_images/631.jpg
633,193,3,2,1157,255000,data/train_images/633.jpg
635,193,4,2,1248,225000,data/train_images/635.jpg
636,199,1,2,1036,239000,data/train_images/636.jpg
637,267,3,1,1044,229000,data/train_images/637.jpg
639,193,4,2,1384,250000,data/train_images/639.jpg
640,193,3,2,1320,224900,data/train_images/640.jpg
641,277,3,2,1512,229900,data/train_images/641.jpg
642,193,3,2,1134,242900,data/train_images/642.jpg
643,193,4,2,1204,199000,data/train_images/643.jpg
644,193,3,1,938,229999,data/train_images/644.jpg
645,193,3,2,1134,230000,data/train_images/645.jpg
646,193,3,1,1526,235000,data/train_images/646.jpg
647,267,3,2,1140,230000,data/train_images/647.jpg
648,193,3,2,1107,210000,data/train_images/648.jpg
649,267,1,1,556,250000,data/train_images/649.jpg
650,193,3,1,1030,225000,data/train_images/650.jpg
651,267,3,2,1590,219900,data/train_images/651.jpg
652,193,4,2,1512,249900,data/train_images/652.jpg
653,193,4,2,1170,215000,data/train_images/653.jpg
654,267,3,1,983,245000,data/train_images/654.jpg
655,267,3,1,1083,249900,data/train_images/655.jpg
656,188,4,2,1384,240000,data/train_images/656.jpg
657,193,3,2,1568,230000,data/train_images/657.jpg
658,193,3,1,943,204900,data/train_images/658.jpg
659,199,2,1,680,199990,data/train_images/659.jpg
660,193,3,1,1087,239000,data/train_images/660.jpg
661,193,4,2,1204,255000,data/train_images/661.jpg
665,267,3,1,1053,215000,data/train_images/665.jpg
666,193,3,1,1184,244900,data/train_images/666.jpg
667,277,3,1,1000,226000,data/train_images/667.jpg
668,193,3,2,1320,239990,data/train_images/668.jpg
669,193,4,2,1300,244990,data/train_images/669.jpg
670,193,2,1,1443,239900,data/train_images/670.jpg
671,193,3,2,1262,225000,data/train_images/671.jpg
672,193,3,1,988,223800,data/train_images/672.jpg
673,193,4,2,1164,218000,data/train_images/673.jpg
674,267,3,1,1064,245000,data/train_images/674.jpg
675,267,3,2,1134,240000,data/train_images/675.jpg
676,193,3,1,1010,229900,data/train_images/676.jpg
677,193,3,2,1296,239900,data/train_images/677.jpg
678,193,4,2,1112,234990,data/train_images/678.jpg
679,193,4,2,1484,249900,data/train_images/679.jpg
681,188,3,2,1134,250000,data/train_images/681.jpg
683,199,2,1,825,219900,data/train_images/683.jpg
684,193,3,1,936,229900,data/train_images/684.jpg
685,267,3,2,1227,229900,data/train_images/685.jpg
686,193,2,1,720,210000,data/train_images/686.jpg
687,267,3,2,1456,199999,data/train_images/687.jpg
689,193,2,1,825,215000,data/train_images/689.jpg
690,193,4,2,1400,249900,data/train_images/690.jpg
691,193,4,2,1617,253900,data/train_images/691.jpg
692,193,3,2,1296,234999,data/train_images/692.jpg
693,193,3,2,1068,244900,data/train_images/693.jpg
694,193,3,1,936,218000,data/train_images/694.jpg
695,193,3,1,1269,217000,data/train_images/695.jpg
696,193,3,2,1414,234900,data/train_images/696.jpg
697,188,3,2,1025,229900,data/train_images/697.jpg
698,193,3,1,1036,225000,data/train_images/698.jpg
699,267,2,1,804,200560,data/train_images/699.jpg
700,193,3,1,1036,221000,data/train_images/700.jpg
701,267,3,1,988,239900,data/train_images/701.jpg
702,193,3,2,1179,229999,data/train_images/702.jpg
703,193,3,1,1089,209900,data/train_images/703.jpg
704,188,3,2,1118,234900,data/train_images/704.jpg
705,199,2,1,720,209990,data/train_images/705.jpg
706,193,2,1,954,225000,data/train_images/706.jpg
707,199,2,1,720,209990,data/train_images/707.jpg
708,193,3,2,1334,220000,data/train_images/708.jpg
709,193,3,1,1225,249999,data/train_images/709.jpg
710,267,3,2,1322,247000,data/train_images/710.jpg
711,267,3,2,1402,224900,data/train_images/711.jpg
712,193,3,1,1025,217000,data/train_images/712.jpg
713,188,3,2,1346,234900,data/train_images/713.jpg
714,193,4,36,1229,240000,data/train_images/714.jpg
715,193,3,2,1120,239000,data/train_images/715.jpg
716,267,4,2,1248,244900,data/train_images/716.jpg
718,193,3,1,1010,214900,data/train_images/718.jpg
719,193,3,2,1064,249000,data/train_images/719.jpg
720,187,3,1,1008,235500,data/train_images/720.jpg
721,187,3,1,1066,249500,data/train_images/721.jpg
722,267,3,2,1176,214000,data/train_images/722.jpg
723,193,2,1,720,219900,data/train_images/723.jpg
724,267,3,2,1108,230000,data/train_images/724.jpg
725,193,3,2,1296,245000,data/train_images/725.jpg
726,193,4,3,2722,199900,data/train_images/726.jpg
727,193,3,2,1488,243000,data/train_images/727.jpg
728,193,2,2,798,229900,data/train_images/728.jpg
729,267,3,2,1346,255000,data/train_images/729.jpg
730,193,2,2,1102,230000,data/train_images/730.jpg
731,193,4,1,1259,238900,data/train_images/731.jpg
732,333,2,1,756,199500,data/train_images/732.jpg
733,187,3,2,1560,250000,data/train_images/733.jpg
734,188,3,1,1000,215000,data/train_images/734.jpg
735,200,2,1,2250,199990,data/train_images/735.jpg
736,193,4,2,1517,247000,data/train_images/736.jpg
737,193,4,2,1248,230000,data/train_images/737.jpg
738,193,3,2,1304,249900,data/train_images/738.jpg
739,188,3,4,1346,250000,data/train_images/739.jpg
740,188,3,2,1762,235000,data/train_images/740.jpg
741,267,2,2,937,254900,data/train_images/741.jpg
742,193,3,1,1212,250000,data/train_images/742.jpg
743,193,1,1,416,195000,data/train_images/743.jpg
744,193,3,2,1269,210000,data/train_images/744.jpg
745,267,3,2,1134,231550,data/train_images/745.jpg
746,193,3,2,1567,235000,data/train_images/746.jpg
749,193,3,2,2022,249000,data/train_images/749.jpg
750,267,3,1,1285,259900,data/train_images/750.jpg
751,277,3,2,1473,278500,data/train_images/751.jpg
753,193,4,2,1178,249000,data/train_images/753.jpg
754,193,3,2,1157,255000,data/train_images/754.jpg
755,193,3,3,1458,280000,data/train_images/755.jpg
756,267,3,2,1232,299990,data/train_images/756.jpg
757,267,3,2,1502,289000,data/train_images/757.jpg
758,267,4,2,1399,290000,data/train_images/758.jpg
759,193,3,3,1637,279900,data/train_images/759.jpg
760,267,4,2,1488,299000,data/train_images/760.jpg
761,267,3,2,1115,259999,data/train_images/761.jpg
762,193,4,2,1384,250000,data/train_images/762.jpg
763,193,2,2,1408,289500,data/train_images/763.jpg
764,193,3,2,1066,289990,data/train_images/764.jpg
765,193,4,1,1418,259990,data/train_images/765.jpg
766,193,3,2,1492,269900,data/train_images/766.jpg
767,193,3,2,1536,272500,data/train_images/767.jpg
768,193,3,1,1088,294900,data/train_images/768.jpg
769,193,4,2,1813,299900,data/train_images/769.jpg
770,267,3,2,1112,289990,data/train_images/770.jpg
771,193,3,2,1379,270000,data/train_images/771.jpg
772,193,3,2,1625,275000,data/train_images/772.jpg
773,207,1,1,568,299000,data/train_images/773.jpg
774,267,3,2,1000,258900,data/train_images/774.jpg
775,193,4,2,1274,298900,data/train_images/775.jpg
776,193,4,2,1204,270000,data/train_images/776.jpg
778,267,4,13,1836,299000,data/train_images/778.jpg
779,193,3,2,1240,290000,data/train_images/779.jpg
780,267,1,1,556,250000,data/train_images/780.jpg
781,193,3,2,1310,259000,data/train_images/781.jpg
782,187,2,2,1034,289900,data/train_images/782.jpg
783,193,3,2,1023,289000,data/train_images/783.jpg
785,267,3,2,1528,284900,data/train_images/785.jpg
786,193,4,2,1512,249900,data/train_images/786.jpg
787,199,3,2,1302,279990,data/train_images/787.jpg
788,267,3,2,1290,299000,data/train_images/788.jpg
789,333,2,2,988,289000,data/train_images/789.jpg
790,193,4,2,1389,280000,data/train_images/790.jpg
791,267,3,1,983,245000,data/train_images/791.jpg
792,193,4,2,1498,289990,data/train_images/792.jpg
793,267,3,1,1083,249900,data/train_images/793.jpg
794,193,3,2,1224,259800,data/train_images/794.jpg
795,193,3,2,1335,299000,data/train_images/795.jpg
796,193,3,2,1458,279000,data/train_images/796.jpg
797,193,4,2,1204,255000,data/train_images/797.jpg
800,193,3,2,1260,267900,data/train_images/800.jpg
801,267,4,2,1355,299999,data/train_images/801.jpg
802,193,3,2,1240,290000,data/train_images/802.jpg
803,245,2,1,800,265000,data/train_images/803.jpg
804,193,3,1,1193,273900,data/train_images/804.jpg
805,267,3,2,1274,270000,data/train_images/805.jpg
806,193,3,2,1568,264900,data/train_images/806.jpg
808,184,2,1,1000,259900,data/train_images/808.jpg
809,193,3,2,1616,289000,data/train_images/809.jpg
811,267,4,2,1327,295000,data/train_images/811.jpg
812,267,3,1,1064,245000,data/train_images/812.jpg
813,187,3,2,1560,305000,data/train_images/813.jpg
814,267,3,4,1299,287000,data/train_images/814.jpg
815,193,3,2,1230,270000,data/train_images/815.jpg
816,193,3,3,1672,294900,data/train_images/816.jpg
817,193,4,2,1484,249900,data/train_images/817.jpg
818,193,4,3,2133,299900,data/train_images/818.jpg
819,193,3,2,1502,299000,data/train_images/819.jpg
820,193,4,3,1841,285000,data/train_images/820.jpg
821,267,3,2,1290,295000,data/train_images/821.jpg
823,188,3,2,1134,250000,data/train_images/823.jpg
824,193,3,2,1045,294900,data/train_images/824.jpg
825,267,3,3,1417,285000,data/train_images/825.jpg
827,267,3,2,1410,290000,data/train_images/827.jpg
828,267,4,2,1873,285000,data/train_images/828.jpg
829,184,2,2,1504,289000,data/train_images/829.jpg
830,193,3,3,1980,290000,data/train_images/830.jpg
831,239,2,1,864,260000,data/train_images/831.jpg
832,267,4,2,1422,285900,data/train_images/832.jpg
833,193,3,2,1365,257500,data/train_images/833.jpg
834,267,2,2,1103,273000,data/train_images/834.jpg
835,193,3,1,1181,275000,data/train_images/835.jpg
836,193,5,2,2084,280000,data/train_images/836.jpg
837,193,3,2,1502,270000,data/train_images/837.jpg
838,193,3,2,1285,289000,data/train_images/838.jpg
839,193,4,2,1836,305000,data/train_images/839.jpg
841,193,4,2,1334,299900,data/train_images/841.jpg
842,267,3,2,1190,263000,data/train_images/842.jpg
843,193,4,2,1400,249900,data/train_images/843.jpg
844,267,4,4,1150,263900,data/train_images/844.jpg
845,193,2,2,1043,265000,data/train_images/845.jpg
846,193,4,2,1617,253900,data/train_images/846.jpg
847,193,3,2,1589,280000,data/train_images/847.jpg
848,267,3,2,1182,280000,data/train_images/848.jpg
849,193,3,2,1246,274990,data/train_images/849.jpg
850,267,3,2,1190,275000,data/train_images/850.jpg
851,187,3,2,1008,259000,data/train_images/851.jpg
852,193,3,2,1240,279000,data/train_images/852.jpg
853,267,3,2,2000,285000,data/train_images/853.jpg
854,267,3,2,1083,279900,data/train_images/854.jpg
856,267,3,1,1064,259900,data/train_images/856.jpg
857,193,3,2,1365,284500,data/train_images/857.jpg
858,193,3,2,1317,289999,data/train_images/858.jpg
859,267,3,2,1422,285000,data/train_images/859.jpg
860,193,3,2,1534,285000,data/train_images/860.jpg
862,193,3,2,1312,282990,data/train_images/862.jpg
863,267,3,2,1462,290000,data/train_images/863.jpg
864,155,1,1,632,304900,data/train_images/864.jpg
865,267,3,1,1285,259990,data/train_images/865.jpg
866,267,2,2,924,295000,data/train_images/866.jpg
867,193,3,2,1177,295000,data/train_images/867.jpg
868,193,4,2,1615,259900,data/train_images/868.jpg
869,199,3,1,1216,265000,data/train_images/869.jpg
870,267,2,1,672,269900,data/train_images/870.jpg
871,193,3,2,1515,298000,data/train_images/871.jpg
872,193,3,2,1440,265000,data/train_images/872.jpg
873,193,3,2,1706,299000,data/train_images/873.jpg
875,193,4,2,1485,279900,data/train_images/875.jpg
876,267,2,2,1020,265000,data/train_images/876.jpg
877,207,2,1,834,299999,data/train_images/877.jpg
878,193,3,2,1380,282999,data/train_images/878.jpg
879,267,2,2,1320,270000,data/train_images/879.jpg
880,330,1,1,622,285000,data/train_images/880.jpg
881,193,4,2,1728,269000,data/train_images/881.jpg
882,193,3,2,1431,279000,data/train_images/882.jpg
883,193,3,2,1440,269999,data/train_images/883.jpg
884,193,3,1,1225,249999,data/train_images/884.jpg
885,267,3,2,1384,305000,data/train_images/885.jpg
886,267,3,3,1473,289900,data/train_images/886.jpg
887,267,3,2,1322,247000,data/train_images/887.jpg
888,193,5,2,1400,270000,data/train_images/888.jpg
890,193,2,2,1156,286000,data/train_images/890.jpg
891,133,2,1,826,270000,data/train_images/891.jpg
892,193,3,2,1376,295000,data/train_images/892.jpg
893,193,3,2,1064,249000,data/train_images/893.jpg
894,193,3,3,1623,289000,data/train_images/894.jpg
895,187,3,1,1066,249500,data/train_images/895.jpg
896,267,3,2,1190,283900,data/train_images/896.jpg
897,193,3,2,1397,289000,data/train_images/897.jpg
898,267,3,2,1519,275000,data/train_images/898.jpg
899,193,3,2,1296,245000,data/train_images/899.jpg
900,193,3,2,1483,289900,data/train_images/900.jpg
901,267,3,2,1346,255000,data/train_images/901.jpg
902,193,3,2,1540,279000,data/train_images/902.jpg
904,193,5,3,2289,294999,data/train_images/904.jpg
905,187,3,2,1560,250000,data/train_images/905.jpg
906,199,3,2,1441,295000,data/train_images/906.jpg
907,193,3,2,1529,284990,data/train_images/907.jpg
908,193,3,2,1800,265000,data/train_images/908.jpg
909,193,4,2,1517,247000,data/train_images/909.jpg
910,267,4,2,1414,279999,data/train_images/910.jpg
911,267,3,2,1645,298500,data/train_images/911.jpg
912,193,3,2,1707,276900,data/train_images/912.jpg
913,193,3,2,1304,249900,data/train_images/913.jpg
914,267,3,2,1737,295000,data/train_images/914.jpg
915,193,3,2,1119,265000,data/train_images/915.jpg
916,188,3,4,1346,250000,data/train_images/916.jpg
917,267,2,2,937,254900,data/train_images/917.jpg
918,193,2,2,1052,299000,data/train_images/918.jpg
919,193,3,1,1212,250000,data/train_images/919.jpg
920,193,3,2,1304,269900,data/train_images/920.jpg
921,267,3,2,1557,285000,data/train_images/921.jpg
922,193,3,2,1620,270000,data/train_images/922.jpg
923,267,3,2,1521,279000,data/train_images/923.jpg
924,193,3,1,1476,300000,data/train_images/924.jpg
925,267,4,2,2119,299999,data/train_images/925.jpg
926,199,3,2,1134,290000,data/train_images/926.jpg
927,193,3,1,936,260000,data/train_images/927.jpg
928,267,3,1,998,275000,data/train_images/928.jpg
930,193,3,2,2022,249000,data/train_images/930.jpg
931,85,2,1,767,340000,data/train_images/931.jpg
932,193,3,2,1485,349900,data/train_images/932.jpg
933,267,4,3,1959,339900,data/train_images/933.jpg
934,267,4,2,1746,349000,data/train_images/934.jpg
935,193,3,2,1722,347000,data/train_images/935.jpg
936,267,3,2,1232,299990,data/train_images/936.jpg
937,207,2,1,660,325000,data/train_images/937.jpg
938,193,3,2,1537,299999,data/train_images/938.jpg
939,199,3,2,1448,312000,data/train_images/939.jpg
940,267,3,2,1132,310000,data/train_images/940.jpg
941,267,3,3,1780,340000,data/train_images/941.jpg
942,193,3,2,1552,334990,data/train_images/942.jpg
943,193,3,2,1541,330990,data/train_images/943.jpg
944,207,1,1,568,299000,data/train_images/944.jpg
945,290,2,1,752,315000,data/train_images/945.jpg
946,193,4,2,1671,349900,data/train_images/946.jpg
947,193,4,2,1274,298900,data/train_images/947.jpg
948,193,4,3,1956,324900,data/train_images/948.jpg
949,193,4,3,1905,299900,data/train_images/949.jpg
950,207,1,1,672,350000,data/train_images/950.jpg
951,207,2,1,620,350000,data/train_images/951.jpg
952,290,3,2,1344,299000,data/train_images/952.jpg
953,207,2,1,936,350000,data/train_images/953.jpg
954,149,3,1,720,349900,data/train_images/954.jpg
955,199,3,2,1485,315000,data/train_images/955.jpg
956,267,3,2,1218,345000,data/train_images/956.jpg
957,199,4,2,1771,319900,data/train_images/957.jpg
958,193,4,3,2476,319000,data/train_images/958.jpg
959,193,4,3,1852,329900,data/train_images/959.jpg
960,267,3,3,1535,339900,data/train_images/960.jpg
961,267,2,2,1499,335000,data/train_images/961.jpg
962,193,5,3,1974,335000,data/train_images/962.jpg
963,267,3,2,1718,335900,data/train_images/963.jpg
964,162,3,2,2289,315000,data/train_images/964.jpg
965,267,4,3,2262,315000,data/train_images/965.jpg
966,267,4,2,1983,328000,data/train_images/966.jpg
967,207,3,2,1181,350000,data/train_images/967.jpg
968,267,4,2,1860,334900,data/train_images/968.jpg
970,290,3,2,906,325000,data/train_images/970.jpg
971,207,2,1,589,349900,data/train_images/971.jpg
972,199,3,2,1672,329000,data/train_images/972.jpg
973,267,4,2,1355,299999,data/train_images/973.jpg
974,295,3,1,945,304990,data/train_images/974.jpg
975,198,2,1,810,345000,data/train_images/975.jpg
976,295,5,3,2533,350000,data/train_images/976.jpg
977,193,3,3,1843,319990,data/train_images/977.jpg
978,193,4,3,2632,335000,data/train_images/978.jpg
980,267,4,3,1692,339000,data/train_images/980.jpg
981,267,4,3,1690,349900,data/train_images/981.jpg
982,193,6,3,2925,325000,data/train_images/982.jpg
983,193,4,3,2315,315000,data/train_images/983.jpg
984,4,3,1,889,349000,data/train_images/984.jpg
985,199,4,2,1964,329990,data/train_images/985.jpg
986,267,3,2,1141,310000,data/train_images/986.jpg
987,193,4,3,2094,335000,data/train_images/987.jpg
988,193,3,2,2208,323500,data/train_images/988.jpg
990,267,3,3,1544,314950,data/train_images/990.jpg
991,85,2,1,684,342000,data/train_images/991.jpg
992,193,4,3,2049,345000,data/train_images/992.jpg
993,267,4,3,1661,329999,data/train_images/993.jpg
994,267,3,3,1794,320000,data/train_images/994.jpg
995,267,5,3,2165,355000,data/train_images/995.jpg
996,193,4,3,2133,299900,data/train_images/996.jpg
998,295,3,2,1440,343000,data/train_images/998.jpg
1001,267,4,2,1836,319900,data/train_images/1001.jpg
1002,193,3,2,1890,305000,data/train_images/1002.jpg
1003,295,4,2,1836,305000,data/train_images/1003.jpg
1004,193,4,2,1334,299900,data/train_images/1004.jpg
1005,193,4,3,2100,319900,data/train_images/1005.jpg
1006,193,4,3,1971,320000,data/train_images/1006.jpg
1007,267,4,3,1969,324000,data/train_images/1007.jpg
1008,193,4,3,1679,310000,data/train_images/1008.jpg
1009,267,4,2,1766,309999,data/train_images/1009.jpg
1010,193,4,3,3272,355000,data/train_images/1010.jpg
1011,193,5,3,1998,320000,data/train_images/1011.jpg
1012,193,4,3,2110,329000,data/train_images/1012.jpg
1013,193,4,3,2035,314900,data/train_images/1013.jpg
1014,267,5,3,2098,314900,data/train_images/1014.jpg
1015,193,5,3,1800,349800,data/train_images/1015.jpg
1016,290,1,1,389,305000,data/train_images/1016.jpg
1017,193,3,2,1504,349000,data/train_images/1017.jpg
1018,85,2,1,1097,350000,data/train_images/1018.jpg
1021,85,3,1,800,342900,data/train_images/1021.jpg
1022,193,4,3,1679,330000,data/train_images/1022.jpg
1023,193,4,3,2841,349900,data/train_images/1023.jpg
1024,267,4,2,1944,335000,data/train_images/1024.jpg
1025,267,3,3,1452,299900,data/train_images/1025.jpg
1026,267,3,3,2095,329000,data/train_images/1026.jpg
1027,267,5,2,1914,339800,data/train_images/1027.jpg
1028,199,3,2,1304,315000,data/train_images/1028.jpg
1029,267,3,3,1732,319900,data/train_images/1029.jpg
1030,133,2,2,1056,327000,data/train_images/1030.jpg
1031,207,2,1,572,315000,data/train_images/1031.jpg
1032,184,3,2,1560,305000,data/train_images/1032.jpg
1033,193,4,2,1784,324999,data/train_images/1033.jpg
1034,267,4,2,1600,350000,data/train_images/1034.jpg
1035,207,2,1,696,340000,data/train_images/1035.jpg
1036,193,3,2,1706,299000,data/train_images/1036.jpg
1037,193,3,3,1294,315000,data/train_images/1037.jpg
1038,199,3,2,1441,295000,data/train_images/1038.jpg
1039,207,2,1,834,299999,data/train_images/1039.jpg
1041,267,3,3,2095,299000,data/train_images/1041.jpg
1042,281,2,1,1027,350000,data/train_images/1042.jpg
1043,199,3,2,1050,325000,data/train_images/1043.jpg
1044,193,4,3,2640,355000,data/train_images/1044.jpg
1045,193,4,3,2637,332800,data/train_images/1045.jpg
1046,193,4,3,1516,328000,data/train_images/1046.jpg
1048,267,3,2,1384,305000,data/train_images/1048.jpg
1049,193,4,2,1606,310000,data/train_images/1049.jpg
1050,267,4,3,1670,339900,data/train_images/1050.jpg
1051,193,4,3,2154,349000,data/train_images/1051.jpg
1052,193,3,2,1430,344146,data/train_images/1052.jpg
1053,193,4,2,1966,319999,data/train_images/1053.jpg
1054,267,4,3,1922,320000,data/train_images/1054.jpg
1055,267,3,2,1560,328900,data/train_images/1055.jpg
1056,193,5,3,1809,314900,data/train_images/1056.jpg
1057,267,3,3,1663,329900,data/train_images/1057.jpg
1058,193,4,3,1852,329000,data/train_images/1058.jpg
1059,193,3,2,1521,315000,data/train_images/1059.jpg
1060,85,3,1,756,340000,data/train_images/1060.jpg
1061,267,4,3,2002,319900,data/train_images/1061.jpg
1062,184,3,2,1434,325000,data/train_images/1062.jpg
1063,200,2,2,1932,340000,data/train_images/1063.jpg
1064,193,4,2,1650,295000,data/train_images/1064.jpg
1066,193,5,3,2365,345000,data/train_images/1066.jpg
1068,267,3,2,1549,324999,data/train_images/1068.jpg
1069,193,4,2,1856,334000,data/train_images/1069.jpg
1070,267,4,2,1650,309900,data/train_images/1070.jpg
1072,184,3,3,1519,339000,data/train_images/1072.jpg
1073,184,3,2,1475,349000,data/train_images/1073.jpg
1074,85,2,1,760,349900,data/train_images/1074.jpg
1075,267,4,2,1951,344999,data/train_images/1075.jpg
1076,267,3,2,1886,349000,data/train_images/1076.jpg
1077,207,3,2,858,329000,data/train_images/1077.jpg
1078,193,4,2,1450,299900,data/train_images/1078.jpg
1079,267,2,1,927,350000,data/train_images/1079.jpg
1080,193,4,3,2244,319800,data/train_images/1080.jpg
1082,138,2,1,741,345000,data/train_images/1082.jpg
1084,267,2,2,924,295000,data/train_images/1084.jpg
1085,290,2,1,1125,348888,data/train_images/1085.jpg
1086,204,1,1,576,345000,data/train_images/1086.jpg
1087,267,3,2,1581,300000,data/train_images/1087.jpg
1091,193,2,2,1052,299000,data/train_images/1091.jpg
1092,267,5,3,1914,319888,data/train_images/1092.jpg
1093,267,4,3,1744,324900,data/train_images/1093.jpg
1094,232,2,1,1100,350000,data/train_images/1094.jpg
1095,193,4,2,1858,319000,data/train_images/1095.jpg
1096,267,3,2,1402,350000,data/train_images/1096.jpg
1097,267,3,3,1782,336200,data/train_images/1097.jpg
1098,267,3,3,2360,349999,data/train_images/1098.jpg
1099,199,3,2,1800,340000,data/train_images/1099.jpg
1100,193,3,2,1704,337900,data/train_images/1100.jpg
1101,207,2,1,512,298000,data/train_images/1101.jpg
1102,193,3,2,1430,326760,data/train_images/1102.jpg
1105,207,1,1,548,309000,data/train_images/1105.jpg
1106,193,3,1,1476,300000,data/train_images/1106.jpg
1107,267,4,3,2000,350000,data/train_images/1107.jpg
1109,267,3,2,1422,310000,data/train_images/1109.jpg
1110,193,3,3,1947,320000,data/train_images/1110.jpg
1111,193,3,2,1646,310000,data/train_images/1111.jpg
1112,295,3,2,2000,339000,data/train_images/1112.jpg
1113,193,5,3,2344,320000,data/train_images/1113.jpg
1114,193,3,2,1588,300000,data/train_images/1114.jpg
1115,162,2,2,1369,299000,data/train_images/1115.jpg
1116,111,1,1,648,329900,data/train_images/1116.jpg
1117,207,2,1,672,335000,data/train_images/1117.jpg
1118,193,3,2,1485,349900,data/train_images/1118.jpg
1119,267,4,2,1746,349000,data/train_images/1119.jpg
1120,207,2,1,884,399000,data/train_images/1120.jpg
1121,193,3,2,1722,347000,data/train_images/1121.jpg
1122,187,3,3,1700,375000,data/train_images/1122.jpg
1123,290,3,2,1268,399900,data/train_images/1123.jpg
1125,267,4,3,2172,368000,data/train_images/1125.jpg
1126,204,2,2,650,369900,data/train_images/1126.jpg
1127,267,4,2,1798,369870,data/train_images/1127.jpg
1129,267,4,3,2272,389990,data/train_images/1129.jpg
1130,193,4,2,2933,370000,data/train_images/1130.jpg
1131,207,3,1,820,359000,data/train_images/1131.jpg
1132,267,4,3,2513,369787,data/train_images/1132.jpg
1133,174,2,1,814,364950,data/train_images/1133.jpg
1134,207,2,1,914,387000,data/train_images/1134.jpg
1135,19,1,1,576,369900,data/train_images/1135.jpg
1136,207,2,1,680,399999,data/train_images/1136.jpg
1137,193,4,2,1671,349900,data/train_images/1137.jpg
1138,290,3,1,1404,399000,data/train_images/1138.jpg
1139,204,2,1,780,375000,data/train_images/1139.jpg
1141,267,4,3,2582,360000,data/train_images/1141.jpg
1142,25,2,2,784,379888,data/train_images/1142.jpg
1143,248,2,1,768,405000,data/train_images/1143.jpg
1144,193,4,3,2170,359000,data/train_images/1144.jpg
1145,193,7,5,3566,395000,data/train_images/1145.jpg
1146,207,1,1,672,350000,data/train_images/1146.jpg
1147,207,2,1,620,350000,data/train_images/1147.jpg
1148,267,4,2,2815,379900,data/train_images/1148.jpg
1149,267,4,3,1983,379900,data/train_images/1149.jpg
1150,193,4,3,2518,388888,data/train_images/1150.jpg
1151,207,2,1,936,350000,data/train_images/1151.jpg
1152,149,3,1,720,349900,data/train_images/1152.jpg
1153,199,4,3,2148,375000,data/train_images/1153.jpg
1154,267,4,3,1738,375000,data/train_images/1154.jpg
1155,267,3,2,1218,345000,data/train_images/1155.jpg
1156,267,3,3,2157,359000,data/train_images/1156.jpg
1157,193,4,2,2360,359900,data/train_images/1157.jpg
1158,207,2,1,744,359900,data/train_images/1158.jpg
1159,193,3,2,2055,387870,data/train_images/1159.jpg
1160,193,5,3,2523,379000,data/train_images/1160.jpg
1161,267,5,4,3335,379900,data/train_images/1161.jpg
1162,193,4,3,2533,369900,data/train_images/1162.jpg
1163,193,5,3,2523,397990,data/train_images/1163.jpg
1164,193,4,2,2487,364900,data/train_images/1164.jpg
1165,267,3,3,2177,380000,data/train_images/1165.jpg
1166,378,1,1,610,399999,data/train_images/1166.jpg
1167,30,1,1,709,399990,data/train_images/1167.jpg
1168,267,4,2,2375,370000,data/train_images/1168.jpg
1169,267,7,3,2592,399000,data/train_images/1169.jpg
1170,193,4,3,1747,365000,data/train_images/1170.jpg
1171,207,3,2,1181,350000,data/train_images/1171.jpg
1172,85,2,1,845,395000,data/train_images/1172.jpg
1173,85,2,1,1006,395000,data/train_images/1173.jpg
1175,193,4,3,2774,369900,data/train_images/1175.jpg
1176,207,2,1,589,349900,data/train_images/1176.jpg
1177,25,2,1,672,385000,data/train_images/1177.jpg
1178,248,2,1,761,379900,data/train_images/1178.jpg
1179,199,4,2,1300,360000,data/train_images/1179.jpg
1180,267,4,3,2134,375000,data/train_images/1180.jpg
1181,198,2,1,810,345000,data/train_images/1181.jpg
1182,207,4,2,1103,400000,data/train_images/1182.jpg
1183,207,3,1,840,369000,data/train_images/1183.jpg
1184,248,2,1,684,369000,data/train_images/1184.jpg
1185,295,5,3,2533,350000,data/train_images/1185.jpg
1186,69,2,2,700,399000,data/train_images/1186.jpg
1187,264,2,1,764,399999,data/train_images/1187.jpg
1188,267,5,3,3328,399900,data/train_images/1188.jpg
1189,267,5,3,2988,375000,data/train_images/1189.jpg
1191,204,2,2,1900,359000,data/train_images/1191.jpg
1192,267,4,3,2066,405000,data/train_images/1192.jpg
1193,207,1,1,574,399900,data/train_images/1193.jpg
